dates,bjt6,bjt7,bjt8,bjt9,bjt10,bjt11,bjt12,bjt13,bjt14,bjt15,bjt16,bjt17,bjt18,bjt19,bjt20,bjt21,bjt22,bjt23,bjt24,bjt25,bjt26,bjt27,bjt28,bjt29,bjt30,bjt31,bjt32,bjt33,bjt34,bjt35,bjt36,bjt37,bjt38,bjt39,bjt40,bjt41,bjt42,bjt43,bjt44,bjt45,bjt46,bjt47,bjt48,bjt49,bjt50,bjt51,bjt52,bjt53,bjt54,bjt55,bjt56,bjt57,bjt58,bjt59,bjt60,bjt61,bjt62,bjt63,bjt64,bjt65,bjt66,bjt67,bjt68,bjt69,bjt70,bjt71,bjt72,bjt73,bjt74,bjt75,bjt76,bjt77,bjt78,bjt79,bjt80,bjt81,bjt82,bjt83,bjt84,bjt85,bjt86,bjt87,bjt88,bjt89,bjt90,bjt91,bjt92
1996-08-30,334.076519550456,345.084632460586,342.05249585291,,,,,,311.617186597169,310.775278253172,300.27357691967,298.140320257307,295.108183650775,297.355383514284,303.533599925504,300.95090329665,314.598684437767,316.396444328806,310.275199514231,298.482149866877,300.729349729035,302.976549592939,291.183499941633,292.531819857123,289.499683253115,279.447421888309,273.775617051806,276.022816913664,273.440120277867,279.618336694362,288.885661312653,288.94263291703,283.270828076932,273.218566714295,270.186430107113,262.773836978138,,,,,248.961473866473,250.30979378829,247.727097154571,244.245520576462,251.322616938833,253.569816800506,260.197473184439,252.784880055261,249.752743450531,246.271166873278,253.348263232911,254.696583149406,242.903533493891,249.081749912078,246.948493250609,246.106584905125,231.224427051866,,,,,,,,,,,,,265.189353636568,276.975390173502,275.448032725456,268.244561967825,263.541612860806,263.541614398002,258.798198766177,273.028449956526,268.285034018361,258.798202756298,268.285037087506,273.028454868205,273.028456096695,273.028457329563,280.14358354046,287.258709747265,277.771878179435,282.515295652962
1996-09-15,327.505834765237,335.874279441204,354.351957079005,354.40892867874,342.166439058637,339.134302451315,331.721709320489,333.070029240056,330.48733260845,323.074739479253,315.21270638001,307.800113249183,313.978329662061,315.77608955306,312.743952944922,305.331359820142,307.129119707585,308.92687959862,305.89474299076,303.761486335351,300.729349729035,297.697213124507,299.494973016071,306.572069372449,307.920389291898,300.507796161312,297.925099531494,299.273419448437,291.860826316716,294.108026182179,288.885661312653,283.663296448563,280.631159842728,278.497903182685,279.846223099,281.643982989445,279.061286355982,280.859046244137,287.037262663191,284.005126054615,281.871869393092,283.220189314891,281.086932653665,273.674339524657,263.172638192448,264.97039808168,265.027369680386,266.375689598104,263.792992965866,265.590752857039,266.939072775803,259.526479645355,257.393222981698,258.74154290396,265.818639261899,262.337062682156,255.823349503971,247.961316398864,244.929179792696,246.726939682887,258.184492568522,262.17248072049,275.820261862406,277.618021757286,279.415781644283,276.383645039661,268.971051910416,266.837795252272,277.845908159822,284.874000511537,286.286204759892,287.305263345351,287.2051690342,292.002111556765,282.515279990718,277.771864972801,277.771866201225,277.771867121645,273.028452411237,275.400161761491,282.515287971519,282.515289200013,282.515290125928,280.14358354046,277.771876950938,277.771877872479,277.771879101305
1996-10-01,334.076519550456,350.363968929051,351.712288844794,349.579032182796,,343.514758974794,340.932062339897,333.519469212483,330.48733260845,332.285092498667,324.872499371902,321.84036276454,314.427769634551,311.395633029619,313.19339291738,314.991152812013,317.238352672,316.396444328806,315.554535982641,305.951714597065,300.729349729035,302.976549592939,299.494973016071,301.292732903975,299.159476245006,291.297443141924,283.884850016136,285.68260990554,287.030929820779,284.897673162764,281.4160965825,283.663296448563,280.631159842728,278.497903182685,279.846223099,277.263526465924,279.061286355982,280.859046244137,282.207366167252,274.794773035238,272.212076401199,273.560396322989,271.427139661807,268.3950030562,263.172638192448,262.33072984749,264.577929707878,266.375689598104,263.792992965866,256.380399837628,253.348263232911,254.696583149406,254.753554747508,258.74154290396,256.608286242492,253.576149635322,241.783099988604,237.852083434495,239.649843324231,246.726939682887,248.524699576651,254.702915990335,261.330572374563,263.577772241942,260.995075605531,267.173292020244,268.971051910416,275.598708299196,277.845908159822,279.652075062525,286.574883096084,282.703411861155,287.333001930259,287.258695312069,282.515279990718,282.51528121744,277.771866201225,277.771867735541,277.771868655915,277.771869883829,282.515287971519,282.515289200013,282.515290739731,280.14358354046,277.771876337009,273.028461627792,282.515295959985
1996-10-17,348.116769065811,360.023761920948,361.821521809157,350.028472155286,,333.854965982917,,333.070029240056,330.48733260845,327.455196002727,320.042602875956,316.561026296146,318.808226158005,321.055426021513,317.57384944086,319.371609335505,321.618809195432,323.866009058993,320.384432478581,313.870719299776,306.008686197506,302.976549592939,304.774309484496,301.292732903975,299.159476245006,296.12733963787,288.714746512073,285.68260990554,278.270016773803,275.237880170886,277.035640059037,278.383959980097,276.250703319256,273.218566714295,270.186430107113,271.984189997587,273.781949887593,276.029149748187,277.826909643772,284.005126054615,276.143092952139,264.350043303615,261.767346669949,264.014546532762,263.172638192448,262.33072984749,260.197473184439,256.715896606213,263.792992965866,256.380399837628,253.348263232911,250.316126625977,252.563326485763,254.361086380495,251.328949774075,253.576149635322,250.094573063167,247.961316398864,244.929179792696,246.726939682887,248.524699576651,250.322459466875,251.670779382668,244.258186258169,246.50538611768,253.13304250489,250.550345871529,256.728562287907,265.995886906207,270.010260778553,276.975390173502,277.925259422257,273.000692846426,277.771862515732,268.285030949637,263.541615624851,268.285033097943,275.400159306246,277.771868655915,277.771869883829,277.771871419862,273.028456096695,273.028457329563,277.771875418132,277.771876337009,282.515294424123,282.515295652962
1996-12-20,409.557103595632,404.784178701172,394.731917335793,389.509552467095,384.287187604709,383.894719231581,372.943577921584,361.150528270796,358.118391666611,355.985135005899,352.952998402576,349.920861795254,361.378414676521,363.176174567517,360.144037959387,,,,,346.331674853856,,,352.174394498958,,346.110121286965,343.527424652328,344.875744573504,332.633254947546,330.499998284206,327.018421708827,328.816181596962,331.063381463019,325.841016595455,315.33931526037,307.926722129686,304.894585524274,304.951557124958,305.008528723887,306.356848646943,303.774152010938,296.361558880931,297.709878802745,294.677742196634,287.265149067481,279.403115969519,281.200875858789,288.727412187615,290.075732105333,287.942475445601,284.9103388408,281.428762263619,288.505858621054,294.684075031849,296.48183492654,293.44969832012,291.31644165787,292.664761581701,290.531504917382,278.738455264338,289.297128201418,295.924784591118,298.171984453818,304.799640838091,301.318064264516,308.395160619986,305.363024015293,302.330887409513,309.407983770792,310.756303686449,315.207351166879,324.395498114031,325.354181901836,325.25421606301,315.71919462192,310.975779300528,301.488947731082,301.488948652488,296.745533635161,296.7455348625,306.23236919371,292.00212076781,294.373830425644,296.745539780826,301.488957869395,301.488958788272,292.002127220455,292.002128449253
1997-01-21,381.47660456492,392.484717475042,394.731917335793,389.509552467095,388.66764412819,386.53438746578,379.121794334952,380.470114254525,373.057521126961,365.644927997778,362.163351421967,360.030094759586,361.378414676521,363.176174567517,364.973934455325,,,,,,,,352.174394498958,349.142257890954,351.389457755411,347.90788117577,349.705641069442,346.673504462901,339.260911331182,341.508111196644,338.475974588846,336.342717931486,337.691037849071,335.108341216572,327.695748085947,329.044068003918,,,320.397098162299,,319.162721443154,311.750128318069,,,,,298.38720517951,299.735525097224,306.812621456883,308.610381348031,,,,,317.599180799827,315.016484165097,316.364804088935,314.231547424613,310.749970845915,308.616714185161,319.624827098351,321.422586988567,323.220346876863,320.637650248289,322.884850107838,324.233170026586,,327.8286898096,329.626449697735,,338.506059161712,339.512338263829,339.458692250783,339.436276766237,339.436277996514,,329.949447348449,325.206032638067,325.206033558441,325.206034786354,325.206036322388,325.206037857912,327.577747212989,329.949456565314,329.94945779118,325.206043081961,329.949460555488
1997-03-10,364.796686815366,364.853658416897,,363.619281698138,356.206688573994,357.55500849015,359.352768378711,356.320631774863,348.458598674716,341.944885490546,338.463308914737,335.431172307441,328.018579177403,325.435882544954,326.784202460279,324.650945803884,325.999265718863,328.24646558242,330.044225470461,331.841985366005,329.259288732212,331.506488596113,330.664580253457,325.442215383727,327.689415248182,339.146968128886,335.665391554084,319.491885377109,320.840205292333,326.568981736364,320.055268550036,321.853028443639,323.650788333719,308.768630475144,284.226679622456,300.96356897316,304.951557124958,308.939545274792,302.42583209592,294.56379899156,295.912118908428,293.329422279322,285.916829149595,282.884692544043,279.403115969519,277.26985930774,274.237722699773,280.415939113443,282.663138977148,284.9103388408,281.428762263619,274.915049078246,270.984032524615,287.720921879609,279.858888777247,291.31644165787,283.903848534704,278.232043691283,,,,,289.860511377739,282.447918253229,284.695118112759,277.282524984583,278.630844902278,276.497588244157,282.675804655766,289.293889346497,302.940978206316,306.417873100945,310.985823427206,310.97577714944,296.745529338711,292.00211462777,296.745532407789,296.745533635161,287.258702066175,282.515286742447,273.028455175228,268.285039852068,273.028457329563,273.028458559484,273.028460092328,268.285044769192,268.28504599799
1997-04-27,381.47660456492,387.654820979093,380.242227847967,372.829634717536,365.417041593414,367.214801482026,368.563121398118,356.320631774863,348.458598674716,341.944885490546,338.463308914737,335.880612279897,337.228932196801,335.095675536848,332.063538928675,326.84117406563,328.638933953097,333.07636207837,325.66376894699,318.251175823202,315.219039216884,321.397255631737,323.195015523302,325.442215383727,322.410078779736,315.896365594162,309.77512078511,304.552755916834,306.799955776973,308.597715669996,310.395475558152,302.98288243236,299.950745826488,296.918609221527,293.886472614343,295.684232504824,292.65209589889,290.518839236037,292.316599131586,289.284462523088,284.062097654813,283.220189314891,285.467389177185,282.884692544043,275.47209941855,272.439962811804,274.237722699773,276.035482589994,281.764259032135,275.250545848919,272.218409244204,274.465609105726,280.643825516487,278.061128887726,289.51868176913,291.31644165787,288.284305058203,287.891836683169,282.220031842738,280.086775181992,286.264991599246,293.342087957875,297.330076107915,301.318064264516,303.11582415151,305.363024015293,302.330887409513,304.128647302369,310.756303686449,308.176499607414,317.051539253998,320.399728508235,315.805870753837,310.975777763332,303.86065431962,301.488947117046,294.373823978497,287.258700224929,287.258701759207,287.258702987122,292.002121074833,294.373830425644,310.975789742626,310.975790972699,310.975792198528,313.347501549374,320.462627759197
1997-05-29,348.116769065811,354.744425452484,,,,339.134302451315,340.932062339897,329.139012688978,321.276979589064,318.244842983314,314.763266407508,312.630009745121,313.978329662061,311.395633029619,307.914056448984,314.991152812013,317.238352672,316.396444328806,311.17407945917,313.421279327252,315.219039216884,307.806446088883,304.774309484496,306.572069372449,312.750285787844,310.617029125711,309.77512078511,304.552755916834,311.180412300461,318.257508661874,320.055268550036,312.193235451741,313.541555369372,305.679522268496,293.886472614343,295.684232504824,297.481992394826,294.449855786942,287.037262663191,284.005126054615,276.592532924642,273.560396322989,271.427139661807,272.775459579638,270.642202922606,267.160626343426,268.958386231318,271.205586094049,273.45278595776,269.97120938051,276.59886576768,274.465609105726,280.643825516487,282.441585411192,284.239345300713,281.20720869343,279.07395203877,283.061940187226,283.11891178777,284.467231705482,286.264991599246,283.68229496599,285.480054854301,292.107711245116,294.35491110466,286.94231797646,288.290637894139,290.088397787023,299.355722405326,308.176499607414,309.996258730157,311.019724585141,318.088061521093,320.462610866616,310.975779300528,296.745531486443,296.745532407789,292.002116776571,292.002118003885,292.002119538769,294.37382919715,301.488955406649,296.745539780826,306.232374114051,301.488959095236,301.488960323742,301.488961859591
1997-08-17,372.266251545503,383.723804428177,385.521564316388,387.319324205368,388.66764412819,386.53438746578,374.741337811486,370.81032126266,372.608081154453,370.474824493717,358.232334871023,352.560530029451,337.228932196801,335.095675536848,339.083663686353,348.350988311118,,352.39594806217,,,353.408771211961,341.166281588001,332.854808515187,330.721551852201,336.899768267573,338.697528156382,335.665391554084,337.463151443484,334.880454807694,341.508111196644,331.455849831173,331.063381463019,333.310581325599,325.897988197151,322.865851590004,315.453258460947,316.801578378574,314.218881743264,320.397098162299,,319.162721443154,306.920231822118,299.507638692563,296.475502086867,289.062908961406,296.140005319038,293.107868711054,299.735525097224,297.152828464989,298.950588356151,,,304.793307996165,306.141627918423,304.008371256954,310.63602764168,312.433787537872,308.952210956186,310.749970845915,312.997170708651,307.774805844734,306.932897500739,309.18009736153,310.977857256403,312.775617143411,314.573377034709,316.820576897305,313.788440294253,325.245993174282,327.059109868331,328.90656623913,329.956033386032,,,,,,,,,,,,,,,
1997-10-04,362.157018581167,383.723804428177,379.792787875488,367.999738221592,364.967601620957,353.174551966671,354.522871882769,347.110278755426,339.697685627837,336.66554902214,333.633412418791,326.220819288021,323.638122653949,324.986442572447,317.57384944086,319.371609335505,321.618809195432,323.866009058993,325.66376894699,327.012088870055,319.599495740313,307.806446088883,304.774309484496,306.572069372449,312.750285787844,309.718149180701,302.305556054976,300.172299393356,299.330391046844,294.108026182179,296.355226042805,302.533442459842,304.33120234996,301.299065745012,293.886472614343,295.684232504824,293.101535871341,295.348735731987,294.506827393327,293.664919046515,288.89199415076,278.839732791469,275.807596185327,273.674339524657,270.642202922606,267.160626343426,268.958386231318,271.205586094049,268.173449489307,265.590752857039,266.939072775803,266.996044375541,270.984032524615,268.850775868319,275.478432253782,271.99685567406,268.964719074467,261.552125941725,258.969429308026,260.317749225804,258.184492568522,262.17248072049,266.16046887051,273.237565233828,274.585885148332,267.173292020244,268.971051910416,271.218251775734,273.465451636369,284.874000511537,285.9975264237,292.083415784249,291.961299912801,282.515279067374,282.515279990718,277.771864972801,282.515282445923,282.515283980235,277.771868655915,277.771869883829,277.771871419862,277.771872955386,277.771874188098,280.14358354046,277.771876950938,273.028461627792,277.771879101305
1997-10-20,334.076519550456,340.704175937153,,,355.757248601538,357.55500849015,341.381502312372,342.72982223192,335.317229104398,318.69428295578,,307.800113249183,300.38752011921,,293.873806933628,295.671566828272,302.748663184153,316.396444328806,316.453415927579,317.801735850678,310.389142720934,302.976549592939,295.563956465093,292.531819857123,298.710036272506,291.297443141924,278.605513547744,280.403273437143,291.411386344267,279.618336694362,276.586200086559,269.173606960716,270.971366850848,280.238691471974,284.226679622456,282.093422961853,283.441742879467,271.648693224759,263.786660128416,,,,242.897200658642,253.905313568357,250.873176966346,,,,,,,,,239.871396892671,246.948493250609,248.296813166834,241.783099988604,247.51187642638,239.649843324231,241.447603214506,248.524699576651,250.322459466875,252.569659327687,263.577772241942,260.995075605531,257.513499028367,268.971051910416,265.938915307311,265.995886906207,270.010260778553,274.43117777476,263.238200196155,244.591740470878,244.567946654239,239.824531946739,,258.798200301603,254.054785284278,249.311369959974,244.567954636244,246.939664294625,258.79820674875,254.054791736835,263.541626070173,263.541627296002,263.541628524504,265.913337875673
1997-11-05,,383.274364455661,385.072124343909,377.21009124099,365.417041593414,362.384904986088,350.142415359304,342.72982223192,335.317229104398,327.455196002727,324.4230593994,321.84036276454,318.358786185515,325.435882544954,322.403745936798,319.371609335505,321.618809195432,323.866009058993,320.384432478581,318.251175823202,315.219039216884,303.425989565428,304.774309484496,306.572069372449,307.920389291898,300.507796161312,288.714746512073,290.063066429019,291.860826316716,294.108026182179,291.075889574384,288.94263291703,285.910496311135,292.08871272559,289.506016090887,295.684232504824,293.101535871341,294.449855786942,292.316599131586,289.284462523088,284.062097654813,278.839732791469,281.086932653665,277.605356075586,279.403115969519,277.26985930774,278.618179223212,276.035482589994,277.383802508695,269.521769408041,257.728719756387,259.526479645355,261.773679505189,264.020879372377,265.818639261899,258.406046131274,259.754366055034,261.552125941725,263.349885831459,265.147645721739,267.394845587948,264.36270898222,271.439805338968,272.788125261343,270.654868597433,272.452628488644,276.440616640521,276.497588244157,282.675804655766,284.071963897485,291.085951221183,296.685267268445,296.717430791402,296.745528108407,292.002112787076,287.258698076113,282.515282445923,289.630408654224,287.258702066175,287.258702987122,287.258704216153,287.25870544464,292.002123229193,282.515291662788,282.515292888654,287.258710975767,287.258712204619
1997-12-07,,,,,,331.664737721178,350.142415359304,356.77007174729,367.778184658505,363.005259763575,352.054118457573,335.431172307441,328.018579177403,335.095675536848,332.063538928675,322.011277569695,316.339472726965,308.92687959862,318.194204216845,318.251175823202,315.219039216884,303.425989565428,299.494973016071,316.23186236435,320.219850518013,329.487175136993,331.284935030601,323.872341900588,320.840205292333,327.018421708827,328.816181596962,331.063381463019,325.841016595455,320.61865172876,315.396286859845,310.17392199261,312.421121855089,314.218881743264,311.186745142881,,309.952368423764,311.30068834554,299.507638692563,296.475502086867,294.342245429837,290.860668850659,283.44807571916,280.415939113443,277.383802508695,275.250545848919,272.218409244204,274.465609105726,276.263368992996,278.061128887726,279.858888777247,281.20720869343,273.794615570401,271.211918933611,268.179782327408,260.767189198249,267.394845587948,274.022501974105,280.650158358353,296.488167768573,294.35491110466,286.94231797646,283.910181370626,290.088397787023,291.886157675163,298.935703630468,302.940978206316,311.019724585141,310.985823427206,306.232361518636,303.86065431962,296.745530872408,289.630407426856,287.258700224929,282.515285514529,273.028453946125,277.771871419862,282.515289200013,287.258706984462,287.258708521436,282.515292888654,277.771878179435,277.771879101305
1998-02-09,410.455983540551,395.124385709275,389.452580867372,377.21009124099,369.348058144439,353.174551966671,341.381502312372,333.519469212483,330.48733260845,327.005756030261,328.803515922845,335.431172307441,328.018579177403,324.986442572447,322.853185909256,319.371609335505,316.339472726965,308.92687959862,315.554535982641,317.801735850678,319.599495740313,321.397255631737,323.195015523302,315.782422391826,307.920389291898,305.787132629764,302.305556054976,299.273419448437,291.860826316716,289.727569658703,288.885661312653,288.043752971995,285.910496311135,282.428919733716,280.295663071487,281.643982989445,283.441742879467,280.409606271614,272.997013147834,,262.552283409306,259.969586780193,266.147803193469,268.3950030562,263.172638192448,257.950273323998,264.577929707878,271.205586094049,278.282682453707,277.440774110655,262.558616252326,259.526479645355,261.773679505189,258.74154290396,256.608286242492,257.956606158739,255.373909531536,257.171669418266,258.51998933551,255.937292702313,267.394845587948,269.642045450645,271.439805338968,273.237565233828,279.415781644283,286.043438031538,283.910181370626,290.088397787023,287.505701151711,288.89287103947,281.775136634793,277.925259422257,273.000692846426,268.285029719394,263.541614398002,263.541615624851,258.798199994661,263.541617773666,258.798203063266,254.054787432566,258.798205213233,254.054790504123,249.311374878301,258.798209211525,258.798210744356,,
1998-03-29,398.156522314475,404.784178701172,393.833037390835,382.039987736934,379.007851136315,371.595258005505,368.563121398118,361.150528270796,358.118391666611,350.705798537493,347.673661934128,340.261068803379,337.228932196801,329.816339068394,332.063538928675,326.84117406563,325.999265718863,328.24646558242,330.044225470461,327.012088870055,319.599495740313,321.397255631737,318.36511902736,306.572069372449,312.750285787844,314.997485649153,309.77512078511,300.172299393356,299.330391046844,294.108026182179,288.885661312653,288.043752971995,285.910496311135,278.497903182685,279.846223099,281.643982989445,279.061286355982,271.648693224759,272.997013147834,,271.762636428696,259.969586780193,266.147803193469,268.3950030562,270.642202922606,263.229609792377,264.577929707878,271.655026066546,268.173449489307,265.590752857039,267.837952720728,266.996044375541,266.15413602868,268.401335895843,270.199095785365,262.786502654691,255.373909531536,257.171669418266,268.629222299924,270.42698219012,271.775302111439,269.642045450645,275.820261862406,285.087586487443,294.35491110466,296.152670995877,288.740077866556,290.088397787023,291.886157675163,293.713778181456,300.685444143766,301.639720662047,301.537478118033,296.745528108407,292.002113093988,292.00211462777,289.630407426856,282.515283980235,277.771868655915,277.771869883829,282.515287664496,277.771872648354,282.515290125928,277.771875418132,280.143584766314,287.258710975767,282.515295652962
1998-05-16,443.3663790672,439.435362516982,418.431959843024,396.529677224766,383.388307659796,366.765361509567,354.522871882769,347.110278755426,344.527582123784,345.875902041553,338.463308914737,335.431172307441,328.018579177403,335.095675536848,332.063538928675,334.310738795755,336.108498683279,333.07636207837,330.044225470461,327.012088870055,319.599495740313,317.016799108282,318.36511902736,316.23186236435,318.02962225629,314.997485649153,309.77512078511,304.552755916834,304.160287542781,298.488482705656,296.355226042805,292.873649467944,299.950745826488,301.748505717465,303.096825633743,291.303775981303,297.481992394826,299.729192255414,299.336723889265,288.385582578043,276.143092952139,259.969586780193,266.147803193469,264.014546532762,263.172638192448,262.33072984749,269.407826203826,271.205586094049,268.173449489307,269.97120938051,272.218409244204,269.186272637255,270.984032524615,278.061128887726,270.64853575784,271.99685567406,273.794615570401,275.59237545707,273.459118795873,274.807438713611,276.605198607375,293.342087957875,295.139847846196,299.127836002788,308.395160619986,309.74348053877,302.330887409513,299.748190778907,301.09651069456,298.935703630468,302.940978206316,306.417873100945,310.985823427206,306.232360904744,296.745529338711,292.00211462777,284.886990875215,287.258700224929,282.515285514529,277.771869883829,277.771871419862,277.771872648354,282.515290739731,280.14358354046,277.771876337009,273.028461627792,282.515295959985
1998-06-17,424.046793083447,421.014656478219,404.391710327677,394.339448963039,388.66764412819,386.53438746578,374.741337811486,368.620093000908,359.017271611626,360.365591529372,362.163351421967,360.030094759586,347.78760513367,349.135925052182,350.933684939969,339.14063529169,336.108498683279,337.456818601798,330.044225470461,327.012088870055,319.599495740313,321.397255631737,318.814558999842,321.0617588603,320.219850518013,314.997485649153,311.965349046851,319.04244540465,311.629852272909,308.597715669996,310.395475558152,307.363338955791,309.610538818367,306.128962240949,307.926722129686,310.17392199261,312.421121855089,305.008528723887,294.506827393327,289.284462523088,279.232201158867,274.459276268046,281.086932653665,282.884692544043,275.47209941855,276.820419335296,286.087743953387,287.885503843609,281.764259032135,269.97120938051,276.59886576768,278.846065629154,285.923161984868,287.720921879609,284.239345300713,286.037105189382,283.004968589833,275.59237545707,272.560238850841,272.617210451865,276.605198607375,288.062751489451,289.860511377739,296.488167768573,298.735367628085,305.363024015293,321.201033420818,319.067776762676,311.655183631432,312.596388442373,314.507326855256,315.621576069336,315.678037857777,315.719194008028,315.719195545251,315.719196772015,301.48894895943,296.745533635161,292.002118003885,292.002119231798,296.745537626491,296.745538547958,292.002123842996,292.002124766092,296.745542543591,301.488960323742,301.488961859591
1998-07-03,412.196771829831,412.253743431354,404.391710327677,394.339448963039,384.287187604709,379.064822735643,373.842457866535,376.08965773102,368.677064603521,365.644927997778,358.232334871023,355.200198263648,347.78760513367,344.755468528742,337.342875397071,334.310738795755,330.829162214812,337.456818601798,330.044225470461,327.461528842579,329.259288732212,335.886945119569,332.854808515187,330.721551852201,327.689415248182,333.867631660435,335.665391554084,332.633254947546,330.499998284206,327.018421708827,328.816181596962,326.682924939588,328.031244857192,325.897988197151,322.865851590004,315.453258460947,312.421121855089,305.008528723887,301.976392123463,294.56379899156,288.89199415076,273.560396322989,271.427139661807,275.415127813867,279.403115969519,277.26985930774,286.087743953387,290.075732105333,287.942475445601,277.440774110655,279.238534001881,283.226522152583,285.473722012423,287.720921879609,291.708910030863,293.506669919579,283.903848534704,290.531504917382,287.049928338687,294.127024697354,295.924784591118,298.171984453818,299.520304369634,301.318064264516,308.395160619986,314.573377034709,316.820576897305,319.067776762676,320.865536650829,322.639221033371,324.395498114031,329.956033386032,329.946430493581,329.949443662953,325.206028648521,315.719197079032,310.97578175577,296.745533942109,301.488951107178,301.488952335092,306.232370115759,306.232371651276,301.488956639361,306.232374114051,306.232375339917,306.23237656843,306.232378104225
1998-08-20,450.386503824878,439.435362516982,418.431959843024,406.189470216654,393.497540624128,386.98382743824,379.121794334952,376.08965773102,368.677064603521,370.025384521251,367.442687890414,364.410551283067,366.657751144956,363.176174567517,360.144037959387,358.010781302988,359.808541190507,,359.023604446102,355.542027873233,349.028314688532,341.166281588001,338.134144983612,339.931904871578,336.450328295074,334.31707163294,340.944728022476,342.742487911882,339.260911331182,336.228774728242,328.816181596962,331.063381463019,337.691037849071,335.108341216572,332.076204609404,329.044068003918,321.631474874511,305.008528723887,301.976392123463,298.494815542465,296.361558880931,288.499525783371,281.086932653665,277.605356075586,284.68245243795,290.860668850659,297.488325234494,292.715400339554,287.043595500589,284.9103388408,277.497745712606,278.846065629154,285.473722012423,303.95139965669,307.939387807944,305.806131145727,302.773994546004,290.980944889866,283.11891178777,280.086775181992,286.264991599246,293.342087957875,295.139847846196,299.127836002788,299.184807600611,305.812463987754,302.330887409513,304.128647302369,306.375847162996,308.176499607414,314.507326855256,318.098802766137,320.434168736379,325.206027418258,329.949444893244,320.462613323671,306.232365204129,287.258700838825,292.002118310853,292.002119231798,306.232370115759,310.975788202935,315.719205987358,320.46262346201,320.462624380924,310.97579342703,306.232378104225
1998-09-05,409.557103595632,407.423846935405,400.011253804214,389.509552467095,388.66764412819,386.53438746578,388.332147354359,380.919554226952,377.887417622908,370.474824493717,367.442687890414,368.791007806549,361.378414676521,358.34627807157,350.933684939969,347.901548338674,340.488955206711,328.695905554943,320.384432478581,318.251175823202,319.599495740313,317.016799108282,318.814558999842,320.162878915252,312.750285787844,310.617029125711,309.77512078511,308.933212440313,304.160287542781,294.108026182179,288.885661312653,290.683421206228,294.67140935808,301.748505717465,307.926722129686,304.894585524274,292.65209589889,290.518839236037,292.316599131586,293.664919046515,291.531662384985,293.329422279322,285.916829149595,282.884692544043,289.062908961406,296.140005319038,297.488325234494,299.735525097224,297.152828464989,293.671251887742,291.53799522796,292.886315144483,299.96341150023,296.48183492654,298.729034788537,293.506669919579,288.284305058203,278.232043691283,277.839575319306,272.617210451865,271.775302111439,274.022501974105,280.650158358353,287.727254721658,294.35491110466,296.152670995877,292.671094417652,294.918294282965,297.165494143599,301.145648047948,304.907833932673,301.639720662047,303.883585333319,306.232361518636,303.86065431962,296.745530872408,292.002115549206,282.515284594131,282.515285514529,292.002119538769,296.745537626491,301.488955406649,296.745539780826,301.488957869395,306.232375032952,292.002127220455,287.258712204619
1998-11-24,391.136397556797,411.804303458838,404.391710327677,384.679655971151,383.388307659796,371.595258005505,368.563121398118,361.150528270796,363.397728135066,353.345466771696,348.572541879131,347.730633533513,342.508268665235,339.476132060288,337.342875397071,326.84117406563,321.618809195432,323.866009058993,316.453415927579,313.421279327252,309.939702748414,307.806446088883,314.434102476381,310.952525895876,320.219850518013,320.276822117604,321.625142038726,323.422901928128,325.220661815821,322.188525212888,314.775932081615,312.193235451741,318.371451865312,315.33931526037,307.926722129686,304.894585524274,302.761328863215,299.729192255414,301.976392123463,294.56379899156,291.531662384985,279.738612736527,281.086932653665,282.884692544043,279.403115969519,281.650315831232,286.087743953387,290.075732105333,297.152828464989,289.74023533674,286.708098732021,288.505858621054,290.303618508358,292.101378403074,298.729034788537,293.506669919579,287.385425113332,275.59237545707,272.560238850841,270.42698219012,271.775302111439,274.022501974105,281.099598330863,282.897358225714,286.885346374471,296.152670995877,297.950430886,304.128647302369,301.09651069456,301.145648047948,305.485190605057,311.019724585141,315.678037857777,310.975777763332,310.975779300528,306.232363668702,301.48894895943,296.745533635161,292.002118003885,292.002119231798,306.232370115759,301.488955406649,292.002123842996,292.002124766092,292.002125991945,287.258710975767,282.515295345939
1998-12-10,419.666336559968,421.014656478219,404.391710327677,389.509552467095,388.66764412819,386.53438746578,379.121794334952,376.08965773102,368.677064603521,365.644927997778,362.163351421967,364.410551283067,361.378414676521,358.34627807157,346.553228416489,343.521091815182,340.488955206711,337.90625857432,339.254578489872,337.12132183448,328.809848759692,321.397255631737,323.195015523302,325.442215383727,327.689415248182,333.867631660435,335.665391554084,332.633254947546,325.220661815821,322.188525212888,314.775932081615,311.743795479223,309.610538818367,311.408298709339,303.096825633743,295.684232504824,293.101535871341,294.449855786942,287.037262663191,289.284462523088,284.062097654813,278.839732791469,281.086932653665,273.674339524657,275.022659446063,282.099755803675,286.087743953387,290.075732105333,291.873491996536,293.671251887742,295.918451751436,292.886315144483,294.684075031849,296.48183492654,294.348578265071,300.976234649775,293.563641526572,287.891836683169,277.839575319306,274.807438713611,276.605198607375,278.402958497566,285.480054854301,292.107711245116,294.35491110466,300.533127519354,297.950430886,299.748190778907,301.995390639544,302.954574158402,300.685444143766,303.940646404144,306.165776100575,301.488944966995,296.745529338711,292.002114013734,287.258699304507,289.630408654224,292.002118003885,287.258703294094,292.002121074833,292.002122303331,292.002123229193,292.002124766092,287.258709747265,277.771878179435,277.771879101305
