,dates,bjt5,bjt6,bjt7,bjt8,bjt9,bjt10,bjt11,bjt12,bjt13,bjt14,bjt15,bjt16,bjt17,bjt18,bjt19,bjt20,bjt21,bjt22,bjt23,bjt24,bjt25,bjt26,bjt27,bjt28,bjt29,bjt30,bjt31,bjt32,bjt33,bjt34,bjt35,bjt36,bjt37,bjt38,bjt39,bjt40,bjt41,bjt42,bjt43,bjt44,bjt45,bjt46,bjt47,bjt48,bjt49,bjt50,bjt51,bjt52,bjt53,bjt54,bjt55,bjt56,bjt57,bjt58,bjt59,bjt60,bjt61,bjt62,bjt63,bjt64,bjt65,bjt66,bjt67,bjt68,bjt69,bjt70,bjt71,bjt72,bjt73,bjt74,bjt75,bjt76,bjt77,bjt78,bjt79,bjt80,bjt81,bjt82,bjt83,bjt84,bjt85,bjt86,bjt87,bjt88,bjt89,bjt90,bjt91,bjt92
10,1985-09-01 15:03:08+00:00,,305.15411217631106,314.42143679469507,311.38930018773397,303.9767070635912,300.4951304838081,307.5722268407827,300.15963371338313,287.91714408994034,280.05511098826327,,,,,,,,261.5267945841649,258.49465797629693,256.3614013208965,252.8798247420587,259.50748112944564,257.3742244700348,245.58117481519176,251.30995125804787,253.10771114685448,250.07557454457339,247.9423178829524,249.74007777063372,246.25850119525222,243.22636458744367,231.4333149381584,242.4414278476767,249.51852420706172,250.86684412333898,262.77383697813764,265.0210368406225,261.9889002328593,251.9366388747996,237.50392098520507,,,233.68684763919305,235.48460752958562,237.28236742348912,238.6306873402567,236.49743067721022,238.29519056742555,240.09295045863732,237.06081385386722,239.30801371755683,235.8264371381278,233.69318047446484,225.3817074048465,218.86799421991225,,,,206.2900078251053,217.74756070727247,215.6143040499906,214.77239570602848,214.37992733261518,,,225.0525434741798,229.04053162604993,247.9676492409838,249.76540912913953,241.88685454069105,238.57741848317133,244.65449330467027,254.10400222808022,254.054780064469,249.3113644361855,254.0547822145206,258.798200301603,258.7982012220243,263.5416190009763,258.7982042911841,258.79820521323296,258.7982067487501,263.54162453319924,268.2850423148288,277.7718763370088,282.5152944241231,282.51529534593885,
11,1985-09-17 15:02:56+00:00,,319.19436169164146,328.46168631004207,316.66863665616825,312.73762011055436,314.98481997162327,311.9526833642484,304.5400902368883,297.127497109327,285.33444745666884,279.2132026466643,,,268.37600453860193,270.1737644263953,271.97152432103803,274.218724180976,271.1865875760649,270.79411920238203,269.95221086369924,272.19941072585755,273.9971706172769,275.7949305088409,277.59269039674757,274.56055379277734,267.14796066219,264.1158240599312,256.7032309299102,254.56997426657,255.9182941871302,257.71605407526954,259.51381396881783,261.7610138314362,266.1984419566154,270.18643010711276,277.2635264659241,273.78194988759344,276.02914974818685,263.78666012841586,256.37406699648267,248.96147386647277,245.92933726486814,242.4477606862324,240.31450402553327,246.942160415376,243.4605838361921,240.4284472281416,238.29519056742555,242.28317872035768,242.34015032227651,243.6884702410331,250.7655665984978,252.56332648576264,249.0817499120777,246.04961330565777,238.63702017492895,240.88422004373408,235.661855172765,230.43949030484941,232.68669016752455,234.48445006128844,231.00287348310434,228.8696168204581,225.8374802193673,227.63524010640293,229.43299999765736,240.44111290725024,247.51820926850334,258.5263221760447,260.3684464945818,262.28747245343584,268.3689545444599,270.65458563114,273.0284456571438,273.02844688744835,273.0284484211451,273.02844964958376,277.77186712164496,273.0284524112368,275.40016176149106,277.77187141986184,277.77187295538596,277.77187418809785,280.1435835404602,282.5152928886543,282.515294117167,282.5152956529621,
12,1986-01-23 15:00:53+00:00,,369.23411494033013,379.7927878754881,367.999738221592,365.4170415934136,371.59525800550534,364.1826648746521,356.3206317748632,354.1873751156791,355.98513500589854,352.0541184575729,339.8116288309223,328.01857917740324,329.366899095888,317.1244094684024,305.33135982014244,314.5986844377671,323.86600905899263,320.3844324785808,327.461528842579,333.6397452556414,331.5064885961133,332.8548085151873,334.6525684031032,336.4503282950735,334.3170716329396,335.6653915540842,332.63325494754577,330.4999982842061,327.0184217088266,323.98628510102037,321.8530284436388,325.8410165954555,325.8979881971506,327.24630811346026,324.66361148039675,317.25101835102544,314.2188817432645,320.3970981622992,322.194858049693,312.5920366579888,297.70987880274464,295.1271821690434,301.3053985828142,303.55259844923665,305.79979831090884,311.97801472233573,313.77577461256294,310.74363800781754,308.6103813480314,300.74834824737536,306.926564659811,316.193889277337,320.6313174062469,317.59918079982697,315.0164841650967,316.8142440613707,318.1625639755882,310.3005308733994,303.786817689225,300.30524111460835,302.5524409772784,304.7996408380915,316.2571937248312,312.7756171434111,319.8527135031089,316.82057689730505,328.27812978208027,334.9057861661706,336.7009241523025,350.3610861468447,353.4941936711182,351.3170612232717,353.6665264211622,363.15336044777666,353.66652857122807,348.92311386195576,344.17969853768716,344.1796997650253,356.0382422185732,372.64020153193644,,434.30461793677046,415.3309535740576,375.0119145713653,365.52508300354305,356.0382511290676,
13,1986-03-28 14:59:30+00:00,,319.19436169164146,332.84214283350514,329.8100062265298,327.6767495708239,329.4745094594384,326.4423728520725,316.3901114905057,310.7183066521532,294.095360503616,279.2132026466643,,,,,,,257.1463380607373,258.49465797629693,256.3614013208965,258.15916121052925,259.50748112944564,257.3742244700348,249.961631338618,251.30995125804787,248.72725462341245,245.6951180210906,247.9423178829524,249.74007777063372,246.25850119525222,248.5057010558645,245.4735644534881,252.550660812024,258.72887722648306,260.52663711522587,262.77383697813764,274.2313898600449,271.6486932247593,263.78666012841586,251.54417050053266,238.85224090207674,240.65000079638799,242.4477606862324,244.69496054897135,246.942160415376,250.93014856631683,254.91813671598362,248.40442353181265,244.47340698207802,246.2711668732784,244.13791021349581,241.10577360659835,247.28399001738194,249.0817499120777,246.04961330565777,243.9163566434168,240.88422004373408,243.13141990292115,254.58897278459358,246.72693968288667,248.07525960420566,236.28220995152896,237.63052986733422,235.49727321125363,232.0156966298278,233.81345652113492,240.44111290725024,242.6883127725611,244.48607266070343,251.12765051763643,262.28747245343584,268.3689545444599,263.55234753725296,263.54161286080637,263.54161439800225,268.285031869489,273.0284499565262,273.02845118389865,268.2850355526225,268.28503708750645,268.2850386235706,268.28503985206805,268.28504108483213,280.1435835404602,287.2587097472647,277.7718781794354,282.5152956529621,
14,1986-05-31 14:57:53+00:00,364.7966868153657,374.0640114362789,366.6514183050989,358.7893852021941,342.16643905863725,339.1343024513152,331.7217093204895,321.22000798643813,315.9976431206085,305.945381757232,300.2735769196697,292.86098378891325,289.828847182341,282.41625405393665,284.6634539142095,286.9106537812875,275.1176041260113,268.99635931435114,268.6038909406465,265.57175434027306,267.8189542024287,269.6167140938217,275.7949305088409,272.76279390079725,265.3502007733855,267.14796066219,269.39516052832334,264.17279566004754,263.3308873135461,270.4079836749471,272.20574356309544,269.1736069607161,270.9713668508483,277.5990232377788,279.84622309899964,277.2635264659241,269.8509333365594,266.81879672880933,259.4062036049357,256.37406699648267,248.96147386647277,250.30979378829042,247.72709715457103,244.69496054897135,246.942160415376,248.73992030457077,245.25834372408895,243.12508706337078,244.47340698207802,242.34015032227651,243.6884702410331,241.10577360659835,242.90353349389122,249.0817499120777,246.9484932506091,248.29681316683377,250.09457306316668,247.96131639886403,249.30963631612872,251.1073962063774,248.52469957665056,249.87301949439248,242.46042636328184,239.87772973471147,242.12492959425478,243.47324951301226,250.55034587152892,264.19812701806103,268.1861151679334,279.6520750625251,286.57488309608414,287.3052633453509,287.2051690341997,292.00211155676476,287.2586968492651,289.63040619843264,289.6304074268562,282.51528398023504,282.5152855145292,282.51528674244696,287.2587042161531,282.515288892981,273.0284573295635,273.0284585594842,273.0284600923281,268.28504476919176,273.0284628566709,
15,1986-06-16 14:57:24+00:00,369.6265833113041,374.0640114362789,366.6514183050989,358.7893852021941,342.16643905863725,339.1343024513152,336.1021658439552,328.6895727165504,321.2769795890637,315.60517474911114,304.65403344311443,298.1403202573072,289.828847182341,282.41625405393665,280.2829973907294,281.6313173129088,279.4980606494428,268.99635931435114,268.6038909406465,269.95221086369924,267.8189542024287,264.3373776253894,266.58457748943783,268.83177734989516,270.62953724183126,267.14796066219,273.77561705180614,271.64236039018476,268.1607838094824,269.9585437024844,272.20574356309544,269.1736069607161,270.9713668508483,273.21856671429464,275.46576657554306,271.98418999758746,273.78194988759344,271.6486932247593,268.61655662435396,261.2039634924327,252.89249041741294,250.75923376081934,252.10755367809068,249.0754170724094,246.942160415376,243.4605838361921,245.25834372408895,242.22620711837754,234.81361399018397,232.6803573303962,234.02867724915515,241.10577360659835,237.62419702551054,235.49094036920494,236.8392602862507,238.63702017492895,240.88422004373408,243.13141990292115,239.64984332423106,233.13613013996954,234.48445006128844,231.00287348310434,237.63052986733422,230.2179367428252,232.0156966298278,241.28302125127348,245.27100940318087,247.06876929602288,254.1458656525921,260.3684464945818,262.28747245343584,268.3689545444599,268.2445619678245,268.28502910550196,268.2850306427253,273.0284484211451,277.7718662012248,282.51528398023504,282.5152855145292,277.7718698838288,277.77187141986184,277.771872648354,282.51529073973074,282.5152916627879,282.5152928886543,282.515294117167,292.0021284492533,
16,1986-07-18 14:56:20+00:00,315.65581351162103,331.0443829452555,332.84214283350514,329.8100062265298,322.39741310242994,324.1951729910405,322.0619163286068,321.22000798643813,320.37809964404784,318.2448429833139,306.4517933331201,300.33054851904797,295.10818365077523,297.3553835142841,293.8738069336278,300.9509032966504,293.5383101647725,290.5061735598649,291.85449347540896,284.4419003515502,281.859203717757,283.6569636091644,290.28461999666854,296.91227638054886,294.32957974906054,296.12733963787036,288.7147465120733,290.0630664290194,287.03092982077936,279.61833669436237,281.4160965825005,283.6632964485635,280.6311598427281,292.0887127255903,289.50601609088653,295.6842325048238,292.65209589888957,285.2395027675644,287.0372626631905,279.62466953118775,271.7626364286956,259.52014680766393,257.38689014642927,259.1846500368142,260.9824099307194,262.3307298474904,260.19747318443893,261.9952330746551,258.51365649741285,256.38039983762786,257.72871975638725,255.14602312192665,257.39322298169833,268.4013358958432,265.8186392618989,258.406046131274,259.75436605503444,266.83146241015174,268.62922229992404,270.42698219012016,267.3948455879484,262.17248072048983,256.95011585112474,259.19731571848405,255.71573913705518,257.96293900082827,259.76069889097266,266.8377952522724,268.1861151679334,275.2321862275656,286.57488309608414,287.12896239064787,292.02521636083065,292.0021118637111,292.00211278707627,287.25869807611343,282.5152824459234,282.51528398023504,282.5152855145292,287.25870298712243,287.2587042161531,282.515288892981,273.0284573295635,277.7718754181325,280.143584766314,282.515294117167,282.5152956529621,
17,1986-09-20 14:54:04+00:00,,305.15411217631106,314.42143679469507,310.93986021524375,308.806603559529,305.774466952206,302.7423303448413,299.7101937409559,301.50795363276643,294.095360503616,286.68276737683414,281.0109625352969,,278.035797530496,279.38411744581356,271.97152432103803,268.9393877125092,261.5267945841649,258.49465797629693,251.0820648524221,252.8798247420587,255.12702460599044,249.90465973987995,244.68229487014358,241.6501582661562,248.72725462341245,245.6951180210906,247.9423178829524,249.74007777063372,246.25850119525222,248.5057010558645,250.75290092195485,243.34030779261184,244.68862771112455,251.76572406831278,253.5634839586878,255.36124384874876,251.43022729591425,244.91651411712144,236.60504104016007,,,228.85695114326393,230.20527106112843,228.07201440408915,225.03987779733717,221.55830121686023,223.35606110709318,234.81361399018397,237.06081385386722,231.83844898741702,230.99654064217808,238.07363699795553,235.49094036920494,232.458803762785,229.42666715555956,233.86409528605085,243.13141990292115,244.9291797926959,246.72693968288667,239.31434655722413,240.66266647498944,228.8696168204581,225.8374802193673,222.8053436104523,224.60310350171866,236.06065638373713,233.02851978067662,240.10561613725082,251.5286688246627,252.9766578670452,263.4145011508583,270.65458563114,268.28502971939446,263.54161439800225,258.7981987661767,263.5416168532441,254.05478528427798,254.05478620465203,258.7982042911841,258.79820521323296,254.0547905041231,249.31137518520217,244.56795986356593,,,,
18,1986-10-22 14:53:01+00:00,,336.32371941372037,332.84214283350514,321.04909317962205,318.01695657894834,310.6043634481444,311.9526833642484,300.15963371338313,297.127497109327,285.33444745666884,281.40343090838667,279.27017424601235,280.6184941629431,282.41625405393665,284.6634539142095,279.44108905116275,274.218724180976,268.99635931435114,268.6038909406465,265.57175434027306,260.34938947224373,255.12702460599044,249.90465973987995,244.68229487014358,241.6501582661562,243.44791815496103,245.6951180210906,247.9423178829524,249.74007777063372,251.5378376636539,248.5057010558645,250.75290092195485,247.27132434361656,254.3484207029989,256.14618059176934,258.3933804546166,259.7417003722342,257.60844370943175,251.9366388747996,241.88437750863258,244.13157737052632,236.71898424549462,233.68684763919305,235.48460752958562,237.28236742348912,234.25023081676463,231.2180942087549,228.18595760303845,226.05270094330254,223.0205643385159,,222.23562759532035,226.2236157443388,216.17135438543946,,,217.18417753649985,223.8118339191497,230.43949030484941,232.68669016752455,238.8649065847792,236.28220995152896,224.48916029702002,220.5581437509389,222.8053436104523,224.60310350171866,231.68019986022395,242.6883127725611,249.31596915664778,265.59037194359394,267.375897250919,270.6698802865576,277.82074017305666,268.28502971939446,268.2850306427253,268.285031869489,263.5416168532441,254.05478528427798,254.05478620465203,258.7982042911841,258.79820521323296,254.0547905041231,254.05479173683506,254.05479296686968,258.7982107443563,,,
19,1986-11-23 14:51:51+00:00,,288.47419442674817,304.76164380281114,301.7295071958459,303.9767070635912,300.4951304838081,298.36187382137564,290.4998407215183,283.08724759399297,275.6746544647897,277.4724143574433,,,268.37600453860193,277.6433291565314,286.9106537812875,279.4980606494428,268.99635931435114,263.3245544722371,260.2924178717986,258.15916121052925,262.1471493636618,266.58457748943783,268.83177734989516,264.9007608008857,258.38704761530596,254.90547104051086,256.7032309299102,254.56997426657,261.19763065553184,253.78503752428531,250.75290092195485,243.34030779261184,244.68862771112455,246.48638759988242,243.90369096683014,245.701450856875,247.04977077248668,239.63717764872547,236.60504104016007,,,224.47649461974424,225.82481453769037,222.79267793565882,217.57031306721242,216.7284047209129,223.80550107958982,229.98371749423694,222.57112436604675,229.6482207256789,226.6160841187492,214.37359449072204,,331.6394303151754,343.54642316827574,373.42468209527175,363.8218607008035,358.5994958328876,381.4576299961616,399.935307639478,385.5025897525859,375.45032838726775,372.41819178620784,365.0055986538165,364.6131302833735,387.9207044190118,413.418506819119,441.5559774487054,460.0394183088027,485.5661294445905,510.2917193812544,514.9242031747913,533.916352621035,541.031478832248,,,,505.455860372219,,443.7914485787017,429.56120045924894,415.3309520371405,410.5875367154093,408.2158301259192,420.0743725800564,,
