,dates_in_situ,transect_id,cross_distance_in_situ,dates_sds,tide,cross_distance_sds_raw,tide_tide,transect_id_sds_tide,cross_distance_sds_tide,timedelta
39,2002-01-08 00:00:00+00:00,583,126.27,2002-01-05 00:00:00+00:00,-1.135570993,148.1757834,-1.135570993,583.0,131.7973788804671,3 days
40,2002-02-20 00:00:00+00:00,583,131.2,2002-02-22 00:00:00+00:00,-0.174619771,144.9363232,-0.174619771,583.0,135.89342416515683,-2 days
41,2002-09-11 00:00:00+00:00,583,137.1,2002-09-10 00:00:00+00:00,-0.197907286,156.6374181,-0.197907286,583.0,147.41675181959093,1 days
42,2002-12-13 00:00:00+00:00,583,125.62,2002-12-15 00:00:00+00:00,0.6013145779391018,116.609615,0.6013145779391018,583.0,113.48987892102384,-2 days
43,2003-08-29 00:00:00+00:00,583,118.39,2003-08-20 00:00:00+00:00,-0.687763648,141.0889886,-0.687763648,583.0,128.12896079690435,9 days
44,2004-09-03 00:00:00+00:00,583,127.47,2004-09-07 00:00:00+00:00,-0.539793198,153.2341149,-0.539793198,583.0,141.4036324526158,-4 days
45,2005-05-02 00:00:00+00:00,583,122.41,2005-05-05 00:00:00+00:00,0.9823059646634332,133.9082875,0.9823059646634332,583.0,133.69688267806893,-3 days
0,1998-04-14 00:00:00+00:00,584,134.43,1998-04-07 00:00:00+00:00,0.7288247621622662,142.0664129,0.7288247621622662,584.0,139.92003701679306,7 days
1,1998-05-08 00:00:00+00:00,584,130.19,1998-05-18 00:00:00+00:00,-1.182527503,158.1320221,-1.182527503,584.0,141.39517093101247,-10 days
2,1998-10-15 00:00:00+00:00,584,129.8,1998-10-25 00:00:00+00:00,-0.392381879,149.8014986,-0.392381879,584.0,139.0962934672546,-10 days
3,1999-02-21 00:00:00+00:00,584,133.98,1999-03-02 00:00:00+00:00,1.094509847812463,126.3064588,1.094509847812463,584.0,126.95157215694516,-9 days
4,1999-04-26 00:00:00+00:00,584,136.21,1999-04-19 00:00:00+00:00,-0.760732557,159.9656919,-0.760732557,584.0,146.4486494920031,7 days
5,1999-06-17 00:00:00+00:00,584,136.41,1999-06-22 00:00:00+00:00,-0.331398949,150.5973846,-0.331398949,584.0,140.35769798439458,-5 days
6,1999-08-13 00:00:00+00:00,584,141.01,1999-08-09 00:00:00+00:00,1.0061341412158211,139.6741261,1.0061341412158211,584.0,139.64461570358927,4 days
7,1999-08-26 00:00:00+00:00,584,139.01,1999-08-25 00:00:00+00:00,0.8825351037192771,151.0414863,0.8825351037192771,584.0,150.0684718115056,1 days
8,1999-09-16 00:00:00+00:00,584,139.43,1999-09-18 00:00:00+00:00,-0.654490355,152.0670944,-0.654490355,584.0,139.36106112970856,-2 days
9,1999-09-30 00:00:00+00:00,584,134.44,1999-09-26 00:00:00+00:00,0.987971709,139.2845563,0.987971709,584.0,139.11640135499076,4 days
10,1999-10-19 00:00:00+00:00,584,127.08,1999-10-12 00:00:00+00:00,0.1247242528254231,138.6539756,0.1247242528254231,584.0,131.8961454990247,7 days
11,1999-10-29 00:00:00+00:00,584,132.37,1999-11-05 00:00:00+00:00,1.1256857019228743,137.4889397,1.1256857019228743,584.0,138.3720366206124,-7 days
12,1999-11-15 00:00:00+00:00,584,134.27,1999-11-21 00:00:00+00:00,1.200219357,137.3399222,1.200219357,584.0,138.79197839117094,-6 days
13,1999-11-30 00:00:00+00:00,584,131.83,1999-11-29 00:00:00+00:00,-1.053276328,154.2662937,-1.053276328,584.0,138.51609267575415,1 days
14,1999-12-30 00:00:00+00:00,584,135.21,2000-01-08 00:00:00+00:00,0.7613149738956585,140.2892314,0.7613149738956585,584.0,138.39087241535782,-9 days
15,2000-01-26 00:00:00+00:00,584,127.1,2000-02-01 00:00:00+00:00,0.8830606195453276,133.7281748,0.8830606195453276,584.0,132.75917188743588,-6 days
16,2000-02-11 00:00:00+00:00,584,132.09,2000-02-09 00:00:00+00:00,-0.312760142,140.0071907,-0.312760142,584.0,129.9097849924264,2 days
17,2000-02-29 00:00:00+00:00,584,134.71,2000-03-04 00:00:00+00:00,1.1527102807003993,131.2214863,1.1527102807003993,584.0,132.3108777401813,-4 days
18,2000-04-12 00:00:00+00:00,584,130.97,2000-04-13 00:00:00+00:00,-0.386523324,146.6044082,-0.386523324,584.0,135.94392480437406,-1 days
19,2000-04-27 00:00:00+00:00,584,123.51,2000-05-07 00:00:00+00:00,-0.786496303,154.3613581,-0.786496303,584.0,140.64764582599943,-10 days
20,2000-06-07 00:00:00+00:00,584,133.97,2000-05-31 00:00:00+00:00,0.9384680749539824,133.9149644,0.9384680749539824,584.0,133.3689191770468,7 days
